Case Name,Case URL,Case Number,Last Updated,Enforcement Authority,Location,Sectors,Complaint Types,Topics,Dispositions
Defending against a civil lawsuit not considered a commercial activity - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2016/pipeda-2016-011/,#2016-011,"February 24, 2017",OPC,Canada,Professionals,Access,Access to personal information; Health/medical Information,No jurisdiction
"Electronic monitoring does not yield any information, but practice is strongly discouraged - Office of the Privacy Commissioner of Canada",https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2004/pipeda-2004-268/,#2004-268,"June 16, 2004",OPC,Canada,Transportation,Collection; Use and Disclosure,Consent; Privacy at work; Surveillance and monitoring,Not well-founded
Use of personal information collected by Global Positioning System considered - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2006/pipeda-2006-351/,#2006-351,"November 30, 2006",OPC,Canada,Telecommunications,Collection; Use and Disclosure,Consent; Privacy at work; Surveillance and monitoring,Resolved
Bank alleged to have unnecessarily collected and improperly disclosed personal information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-245/,#2003-245,"December 3, 2003",OPC,Canada,Financial Institutions,Collection; Use and Disclosure,N/A,Not well-founded
Alleged disclosure of personal information without consent for secondary marketing by a retail company - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-077/,#2002-77,"October 16, 2002",OPC,Canada,Sales,Use and Disclosure,Consent,Not well-founded
Individual denied access to personal information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-149/,#2003-149,"April 9, 2003",OPC,Canada,Transportation,Access,Access to personal information,Well-founded
A bank provides inaccurate information to credit agencies - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2004/pipeda-2004-275/,#2004-275,"September 27, 2004",OPC,Canada,Financial Institutions,Access,N/A,
Bank accused of denying access request and disclosing personal information without consent - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-140/,#2003-140,"March 10, 2003",OPC,Canada,Financial Institutions,Access; Use and Disclosure,Access to personal information,Well-founded
Unsolicited e-mail from an Internet service provider - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2001/pipeda-2001-002/,#2001-2,"July 3, 2001",OPC,Canada,Telecommunications,Use and Disclosure,Consent; Spam,Not well-founded
Individual objects to temporarily assigned workers handling payroll information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-242/,#2003-242,"December 4, 2003",OPC,Canada,Transportation,Use and Disclosure,Privacy at work,Well-founded
A promotional technique that is not good privacy practice - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2004/pipeda-2004-261/,#2004-261,"February 11, 2004",OPC,Canada,Financial Institutions,Collection; Use and Disclosure,Consent,Well-founded
Bank accused of inappropriately demanding birthdates from account applicants - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-046/,#2002-46,"April 26, 2002",OPC,Canada,Financial Institutions,Collection,N/A,Well-founded
Bank denied individual access to her personal information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-229/,#2003-229,"September 16, 2003",OPC,Canada,Financial Institutions,Access,Access to personal information,Resolved
Trucking company accused of refusing former employee's access request - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-179/,#2003-179,"July 8, 2003",OPC,Canada,Transportation,Access,Access to personal information,Well-founded
"Car dealership ignores customer’s request to delete personal information - September 2, 2014 - Office of the Privacy Commissioner of Canada",https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/ser/2014/er_008_140902/,#8,"December 2, 2014",OPC,Canada,Sales,Retention and Disposal,Access to personal information,Early resolved
Alleged inappropriate disclosure of personal information to a third party - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-181/,#2003-181,"July 10, 2003",OPC,Canada,Financial Institutions,Use and Disclosure,N/A,Not well-founded
"Investment Firm Justified in its Collection of ""Know Your Client"" Information - Office of the Privacy Commissioner of Canada",https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2014/pipeda-2014-012/,#2014-012,"March 30, 2015",OPC,Canada,Services,Accountability,N/A,Well-founded and resolved
What is in a name? - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-205/,#2003-205,"August 5, 2003",OPC,Canada,Telecommunications,Use and Disclosure,Consent,Not well-founded
Unlisted address appears on electronic directory - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-138/,#2003-138,"March 6, 2003",OPC,Canada,Telecommunications,Use and Disclosure,N/A,Well-founded
Telemarketer objects to employer sharing her sales results with other employees - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-220/,#2003-220,"September 15, 2003",OPC,Canada,Telecommunications,Use and Disclosure,Consent; Privacy at work,Not well-founded
Bank accused of misrepresenting purposes in collecting date of birth - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-045/,#2002-45,"April 11, 2002",OPC,Canada,Financial Institutions,Collection,N/A,Well-founded
Identification machines and video cameras in bars examined - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2008/pipeda-2008-396/,#2008-396,"August 6, 2010",OPC,Canada,Accommodations,Collection,Driver's licences; Surveillance and monitoring,Well-founded
Subscriber objects to magazine's rental of his name and address to marketers - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-167/,#2003-167,"April 11, 2003",OPC,Canada,Other,Use and Disclosure,Consent,Well-founded
Need to establish procedures for handling access to personal information requests stressed - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2007/pipeda-2007-367/,#2007-367,"May 3, 2007",OPC,Canada,Professionals,Access,Access to personal information,Resolved
Bank leaves computer logged on in public area; customer obtains sensitive personal account information without password - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-177/,#2003-177,"June 5, 2003",OPC,Canada,Financial Institutions,Use and Disclosure,N/A,Well-founded
Privacy obligations under PIPEDA apply to financial technology sector - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/ser/2017/er_01_170725/,#2017-001,"September 22, 2017",OPC,Canada,Financial Institutions,Consent,Consent; Internet and online; Privacy policies,Early resolved
Telephone company demands identification from new subscribers - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2001/pipeda-2001-024/,#2001-24,"November 8, 2001",OPC,Canada,Telecommunications,Collection,N/A,Well-founded
Refusal to undergo an independent medical examination results in termination of insurance benefits - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2005/pipeda-2005-320/,#2005-320,"February 13, 2006",OPC,Canada,Insurance,Collection; Use and Disclosure,Health/medical Information,Not well-founded
Company accused of reporting inaccurate information to credit bureaus - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-125/,#2003-125,"March 4, 2003",OPC,Canada,Telecommunications,Correction,N/A,Not well-founded
A question of responsibility - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-251/,#2003-251,"December 12, 2003",OPC,Canada,Transportation,Use and Disclosure,Privacy at work,Not well-founded
Alleged inappropriate collection and use of personal information to deny credit limit increase - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-170/,#2003-170,"April 25, 2003",OPC,Canada,Financial Institutions,Collection,Consent,Not well-founded
Global RESP Corporation accountable for actions of sales representative for the use of patients' personal information purchased from a Rouge Valley Hospital employee - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2015/pipeda-2015-016/,#2015-016,"January 24, 2017",OPC,Canada,Financial Institutions,Accountability; Collection; Consent; Use and Disclosure,Access to personal information; Consent; Health/medical Information,Well-founded and conditionally resolved
